AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
125,62,9,49.6,15.50,20,14,2,70.0,8,2.00,102,6,15,27,8.8,76,39.0,18.0,63.2,128,2021-10-31,2021,10,31,大阪府,日本製鉄堺体育館,堺ブレイザーズ,VC長野トライデンツ,千葉進也,長江祥司,3,1,4,Win,103,91,117,13:00,15:06,446,酒出修,西中野健,岡田崇,和佐田信行,Home,122,51,8,41.8,12.75,28,18,1,64.3,5,1.25,92,5,13,17,6.5,82,31.0,23.0,51.8
122,51,8,41.8,12.75,28,18,1,64.3,5,1.25,92,5,13,17,6.5,82,31.0,23.0,51.8,128,2021-10-31,2021,10,31,大阪府,日本製鉄堺体育館,VC長野トライデンツ,堺ブレイザーズ,松本隆義,宮澤武吉,1,3,4,Lose,91,103,117,13:00,15:06,446,酒出修,西中野健,岡田崇,和佐田信行,Away,125,62,9,49.6,15.50,20,14,2,70.0,8,2.00,102,6,15,27,8.8,76,39.0,18.0,63.2
91,39,9,42.9,9.75,26,14,6,53.8,4,1.00,77,6,14,17,8.8,77,28.0,17.0,47.4,130,2021-10-31,2021,10,31,宮崎県,宮崎県体育館,大分三好ヴァイセアドラー,東レアローズ,ﾑﾚｲﾎﾟｰﾙ,安田将利,1,3,4,Lose,76,97,96,14:00,15:45,1148,中馬義郎,山本晋五,平田敬基,松田さゆり,Home,81,46,7,56.8,11.50,16,7,3,43.8,16,4.00,96,10,17,24,12.2,61,27.0,13.0,54.9
81,46,7,56.8,11.50,16,7,3,43.8,16,4.00,96,10,17,24,12.2,61,27.0,13.0,54.9,130,2021-10-31,2021,10,31,宮崎県,宮崎県体育館,東レアローズ,大分三好ヴァイセアドラー,篠田歩,阿部裕太,3,1,4,Win,97,76,96,14:00,15:45,1148,中馬義郎,山本晋五,平田敬基,松田さゆり,Away,91,39,9,42.9,9.75,26,14,6,53.8,4,1.00,77,6,14,17,8.8,77,28.0,17.0,47.4
74,38,4,51.4,12.67,20,12,1,60.0,12,4.00,74,4,14,27,9.8,44,20.0,14.0,61.4,127,2021-10-31,2021,10,31,大阪府,丸善インテックアリーナ大阪,サントリーサンバーズ,ジェイテクトSTINGS,山村宏太,米山達也,3,0,3,Win,75,53,73,16:05,17:31,1110,小柴滋,原啓之,浅井唯由,中野絵里子,Home,77,27,7,35.1,9.00,15,8,1,53.3,4,1.33,54,2,9,9,3.7,59,18.0,11.0,39.8
77,27,7,35.1,9.00,15,8,1,53.3,4,1.33,54,2,9,9,3.7,59,18.0,11.0,39.8,127,2021-10-31,2021,10,31,大阪府,丸善インテックアリーナ大阪,ジェイテクトSTINGS,サントリーサンバーズ,ﾌｧｼﾞｬｰﾆﾌｪﾃﾞﾘｺ,酒井大祐,0,3,3,Lose,53,75,73,16:05,17:31,1110,小柴滋,原啓之,浅井唯由,中野絵里子,Away,74,38,4,51.4,12.67,20,12,1,60.0,12,4.00,74,4,14,27,9.8,44,20.0,14.0,61.4
83,32,8,38.6,10.67,25,10,1,40.0,5,1.67,59,2,12,12,3.4,57,25.0,12.0,54.4,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,57,75,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Home,60,34,1,56.7,11.33,7,3,0,42.9,14,4.67,73,4,14,18,6.8,45,20.0,13.0,58.9
60,34,1,56.7,11.33,7,3,0,42.9,14,4.67,73,4,14,18,6.8,45,20.0,13.0,58.9,132,2021-11-05,2021,11,05,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,57,75,19:00,20:21,782,加治健男,林淳一,平田敬基,釜元健児,Away,83,32,8,38.6,10.67,25,10,1,40.0,5,1.67,59,2,12,12,3.4,57,25.0,12.0,54.4
77,28,8,36.4,9.33,15,4,4,26.7,2,0.67,49,0,12,10,-1.0,59,22.0,13.0,48.3,131,2021-11-05,2021,11,05,長野県,松本市総合体育館,VC長野トライデンツ,ウルフドッグス名古屋,松本隆義,宮澤武吉,0,3,3,Lose,47,75,68,19:30,20:51,610,利根川忠史,澤達大,沢田元,橋詰清美,Home,65,37,4,56.9,12.33,22,13,2,59.1,12,4.00,73,3,12,23,7.9,37,19.0,8.0,62.2
65,37,4,56.9,12.33,22,13,2,59.1,12,4.00,73,3,12,23,7.9,37,19.0,8.0,62.2,131,2021-11-05,2021,11,05,長野県,松本市総合体育館,ウルフドッグス名古屋,VC長野トライデンツ,ﾏｸｶﾞｳﾝｸﾘｽ,深津貴之,3,0,3,Win,75,47,68,19:30,20:51,610,利根川忠史,澤達大,沢田元,橋詰清美,Away,77,28,8,36.4,9.33,15,4,4,26.7,2,0.67,49,0,12,10,-1.0,59,22.0,13.0,48.3
59,33,2,55.9,11.00,14,7,2,50.0,12,4.00,75,9,9,15,14.0,37,19.0,6.0,59.5,135,2021-11-06,2021,11,06,滋賀県,YMITアリーナ,東レアローズ,サントリーサンバーズ,篠田歩,阿部裕太,3,0,3,Win,76,50,72,12:00,13:18,1158,大江憲一,原啓之,山本和良,山本英司,Home,72,33,6,45.8,11.00,20,10,3,50.0,1,0.33,52,1,13,12,1.4,57,29.0,13.0,62.3
72,33,6,45.8,11.00,20,10,3,50.0,1,0.33,52,1,13,12,1.4,57,29.0,13.0,62.3,135,2021-11-06,2021,11,06,滋賀県,YMITアリーナ,サントリーサンバーズ,東レアローズ,山村宏太,米山達也,0,3,3,Lose,50,76,72,12:00,13:18,1158,大江憲一,原啓之,山本和良,山本英司,Away,59,33,2,55.9,11.00,14,7,2,50.0,12,4.00,75,9,9,15,14.0,37,19.0,6.0,59.5
77,51,3,66.2,17.00,14,9,1,64.3,6,2.00,78,1,13,17,2.6,57,22.0,18.0,54.4,136,2021-11-06,2021,11,06,大阪府,堺市立大浜体育館,堺ブレイザーズ,JTサンダーズ広島,千葉進也,長江祥司,3,0,3,Win,80,69,87,13:00,14:37,619,印藤智一,村中伸,西中野健,加藤純司,Home,88,42,8,47.7,14.00,30,17,5,56.7,4,1.33,71,4,11,16,7.4,65,26.0,21.0,56.2
88,42,8,47.7,14.00,30,17,5,56.7,4,1.33,71,4,11,16,7.4,65,26.0,21.0,56.2,136,2021-11-06,2021,11,06,大阪府,堺市立大浜体育館,JTサンダーズ広島,堺ブレイザーズ,原秀治,古田博幸,0,3,3,Lose,69,80,87,13:00,14:37,619,印藤智一,村中伸,西中野健,加藤純司,Away,77,51,3,66.2,17.00,14,9,1,64.3,6,2.00,78,1,13,17,2.6,57,22.0,18.0,54.4
116,72,6,62.1,14.40,23,16,2,69.6,11,2.20,110,6,16,22,6.8,82,34.0,33.0,61.6,134,2021-11-06,2021,11,06,愛知県,ウィングアリーナ刈谷,ジェイテクトSTINGS,パナソニックパンサーズ,ﾌｧｼﾞｬｰﾆﾌｪﾃﾞﾘｺ,酒井大祐,3,2,5,Win,111,96,126,13:00,15:25,1150,酒出修,浅井唯由,正岡卓,田中栄二,Home,132,61,8,46.2,12.20,22,12,2,54.5,5,1.00,97,3,14,13,2.8,92,37.0,29.0,56.0
132,61,8,46.2,12.20,22,12,2,54.5,5,1.00,97,3,14,13,2.8,92,37.0,29.0,56.0,134,2021-11-06,2021,11,06,愛知県,ウィングアリーナ刈谷,パナソニックパンサーズ,ジェイテクトSTINGS,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,2,3,5,Lose,96,111,126,13:00,15:25,1150,酒出修,浅井唯由,正岡卓,田中栄二,Away,116,72,6,62.1,14.40,23,16,2,69.6,11,2.20,110,6,16,22,6.8,82,34.0,33.0,61.6
91,36,9,39.6,12.00,26,13,2,50.0,3,1.00,62,2,17,14,2.0,62,23.0,19.0,52.4,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,FC東京,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,61,75,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Home,72,37,7,51.4,12.33,12,8,1,66.7,8,2.67,74,3,11,18,6.4,44,16.0,13.0,51.1
72,37,7,51.4,12.33,12,8,1,66.7,8,2.67,74,3,11,18,6.4,44,16.0,13.0,51.1,137,2021-11-06,2021,11,06,大分県,昭和電工武道スポーツセンター,FC東京,大分三好ヴァイセアドラー,真保綱一郎,橘裕也,3,0,3,Win,75,61,79,15:00,16:25,853,加治健男,木内誠二,平田敬基,佐藤圭一郎,Away,91,36,9,39.6,12.00,26,13,2,50.0,3,1.00,62,2,17,14,2.0,62,23.0,19.0,52.4
105,46,8,43.8,11.50,18,8,2,44.4,4,1.00,86,4,11,17,6.4,69,26.0,8.0,43.5,133,2021-11-06,2021,11,06,長野県,松本市総合体育館,VC長野トライデンツ,ウルフドッグス名古屋,松本隆義,宮澤武吉,1,3,4,Lose,85,91,102,15:30,17:28,785,利根川忠史,服部篤史,沢田元,片平知之,Home,106,55,10,51.9,13.75,24,11,3,45.8,10,2.50,90,7,18,31,11.4,72,46.0,8.0,69.4
106,55,10,51.9,13.75,24,11,3,45.8,10,2.50,90,7,18,31,11.4,72,46.0,8.0,69.4,133,2021-11-06,2021,11,06,長野県,松本市総合体育館,ウルフドッグス名古屋,VC長野トライデンツ,ﾏｸｶﾞｳﾝｸﾘｽ,深津貴之,3,1,4,Win,91,85,102,15:30,17:28,785,利根川忠史,服部篤史,沢田元,片平知之,Away,105,46,8,43.8,11.50,18,8,2,44.4,4,1.00,86,4,11,17,6.4,69,26.0,8.0,43.5
109,57,9,52.3,11.40,19,13,0,68.4,5,1.00,105,10,18,26,11.4,76,36.0,12.0,55.3,139,2021-11-07,2021,11,07,滋賀県,YMITアリーナ,東レアローズ,サントリーサンバーズ,篠田歩,阿部裕太,2,3,5,Lose,104,102,121,12:00,14:13,1180,大江憲一,山本和良,原啓之,小口広之進,Home,114,57,10,50.0,11.40,38,20,2,52.6,11,2.20,101,6,21,26,7.2,86,43.0,8.0,54.7
114,57,10,50.0,11.40,38,20,2,52.6,11,2.20,101,6,21,26,7.2,86,43.0,8.0,54.7,139,2021-11-07,2021,11,07,滋賀県,YMITアリーナ,サントリーサンバーズ,東レアローズ,山村宏太,米山達也,3,2,5,Win,102,104,121,12:00,14:13,1180,大江憲一,山本和良,原啓之,小口広之進,Away,109,57,9,52.3,11.40,19,13,0,68.4,5,1.00,105,10,18,26,11.4,76,36.0,12.0,55.3
107,59,5,55.1,14.75,17,6,2,35.3,10,2.50,102,4,14,25,6.6,68,32.0,14.0,57.4,140,2021-11-07,2021,11,07,大阪府,堺市立大浜体育館,堺ブレイザーズ,JTサンダーズ広島,千葉進也,長江祥司,3,1,4,Win,103,87,110,13:00,14:59,639,印藤智一,千代延靖夫,村中伸,和佐田信行,Home,116,55,6,47.4,13.75,37,15,4,40.5,10,2.50,88,2,20,20,2.3,86,35.0,24.0,54.7
116,55,6,47.4,13.75,37,15,4,40.5,10,2.50,88,2,20,20,2.3,86,35.0,24.0,54.7,140,2021-11-07,2021,11,07,大阪府,堺市立大浜体育館,JTサンダーズ広島,堺ブレイザーズ,原秀治,古田博幸,1,3,4,Lose,87,103,110,13:00,14:59,639,印藤智一,千代延靖夫,村中伸,和佐田信行,Away,107,59,5,55.1,14.75,17,6,2,35.3,10,2.50,102,4,14,25,6.6,68,32.0,14.0,57.4
93,51,8,54.8,12.75,28,12,5,42.9,12,3.00,93,3,14,27,6.7,55,23.0,16.0,56.4,138,2021-11-07,2021,11,07,愛知県,ウィングアリーナ刈谷,ジェイテクトSTINGS,パナソニックパンサーズ,ﾌｧｼﾞｬｰﾆﾌｪﾃﾞﾘｺ,酒井大祐,3,1,4,Win,94,76,99,13:00,14:55,1200,酒出修,戸川太輔,浅井唯由,松井孝志,Home,105,38,8,36.2,9.50,16,4,3,25.0,8,2.00,77,5,18,15,5.5,77,37.0,12.0,55.8
105,38,8,36.2,9.50,16,4,3,25.0,8,2.00,77,5,18,15,5.5,77,37.0,12.0,55.8,138,2021-11-07,2021,11,07,愛知県,ウィングアリーナ刈谷,パナソニックパンサーズ,ジェイテクトSTINGS,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,1,3,4,Lose,76,94,99,13:00,14:55,1200,酒出修,戸川太輔,浅井唯由,松井孝志,Away,93,51,8,54.8,12.75,28,12,5,42.9,12,3.00,93,3,14,27,6.7,55,23.0,16.0,56.4
137,51,6,37.2,12.75,24,9,3,37.5,8,2.00,89,4,18,19,4.8,87,39.0,29.0,61.5,141,2021-11-12,2021,11,12,東京都,墨田区総合体育館,FC東京,JTサンダーズ広島,真保綱一郎,橘裕也,1,3,4,Lose,88,103,113,19:00,21:02,850,富田満,服部篤史,浜野陽一,中嶋幹朗,Home,141,63,10,44.7,15.75,31,15,2,48.4,9,2.25,102,5,13,16,5.6,69,23.0,25.0,51.4
141,63,10,44.7,15.75,31,15,2,48.4,9,2.25,102,5,13,16,5.6,69,23.0,25.0,51.4,141,2021-11-12,2021,11,12,東京都,墨田区総合体育館,JTサンダーズ広島,FC東京,原秀治,古田博幸,3,1,4,Win,103,88,113,19:00,21:02,850,富田満,服部篤史,浜野陽一,中嶋幹朗,Away,137,51,6,37.2,12.75,24,9,3,37.5,8,2.00,89,4,18,19,4.8,87,39.0,29.0,61.5
110,46,5,41.8,11.50,27,4,3,14.8,8,2.00,82,0,11,26,4.6,74,29.0,12.0,47.3,143,2021-11-13,2021,11,13,長野県,松本市総合体育館,VC長野トライデンツ,サントリーサンバーズ,松本隆義,宮澤武吉,1,3,4,Lose,81,95,104,13:00,15:00,1220,村上成司,浅井唯由,西山尚幸,片平知之,Home,114,62,4,54.4,15.50,35,17,2,48.6,6,1.50,94,7,17,29,10.6,71,35.0,10.0,56.3
114,62,4,54.4,15.50,35,17,2,48.6,6,1.50,94,7,17,29,10.6,71,35.0,10.0,56.3,143,2021-11-13,2021,11,13,長野県,松本市総合体育館,サントリーサンバーズ,VC長野トライデンツ,山村宏太,米山達也,3,1,4,Win,95,81,104,13:00,15:00,1220,村上成司,浅井唯由,西山尚幸,片平知之,Away,110,46,5,41.8,11.50,27,4,3,14.8,8,2.00,82,0,11,26,4.6,74,29.0,12.0,47.3
74,41,7,55.4,13.67,25,12,4,48.0,4,1.33,62,1,12,14,2.4,60,28.0,6.0,51.7,144,2021-11-13,2021,11,13,愛知県,豊田合成記念体育館,ウルフドッグス名古屋,東レアローズ,ﾏｸｶﾞｳﾝｸﾘｽ,深津貴之,0,3,3,Lose,61,75,77,13:00,14:30,1200,塚本健,城智人,沢田元,古澤博丈,Home,70,42,2,60.0,14.00,8,4,0,50.0,6,2.00,74,7,12,21,12.5,50,25.0,10.0,60.0
70,42,2,60.0,14.00,8,4,0,50.0,6,2.00,74,7,12,21,12.5,50,25.0,10.0,60.0,144,2021-11-13,2021,11,13,愛知県,豊田合成記念体育館,東レアローズ,ウルフドッグス名古屋,篠田歩,阿部裕太,3,0,3,Win,75,61,77,13:00,14:30,1200,塚本健,城智人,沢田元,古澤博丈,Away,74,41,7,55.4,13.67,25,12,4,48.0,4,1.33,62,1,12,14,2.4,60,28.0,6.0,51.7
106,56,6,52.8,14.00,15,9,2,60.0,12,3.00,100,4,11,34,9.8,61,24.0,18.0,54.1,145,2021-11-13,2021,11,13,大阪府,パナソニックアリーナ,パナソニックパンサーズ,堺ブレイザーズ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,1,4,Win,101,82,107,14:05,16:01,1548,伊藤博之,原啓之,山本和良,永江雅之,Home,117,48,6,41.0,12.00,26,13,1,50.0,7,1.75,83,3,21,17,2.4,89,28.0,23.0,44.4
117,48,6,41.0,12.00,26,13,1,50.0,7,1.75,83,3,21,17,2.4,89,28.0,23.0,44.4,145,2021-11-13,2021,11,13,大阪府,パナソニックアリーナ,堺ブレイザーズ,パナソニックパンサーズ,千葉進也,長江祥司,1,3,4,Lose,82,101,107,14:05,16:01,1548,伊藤博之,原啓之,山本和良,永江雅之,Away,106,56,6,52.8,14.00,15,9,2,60.0,12,3.00,100,4,11,34,9.8,61,24.0,18.0,54.1
104,50,2,48.1,12.50,32,13,1,40.6,15,3.75,98,8,14,21,9.9,67,30.0,22.0,61.2,142,2021-11-13,2021,11,13,東京都,墨田区総合体育館,FC東京,JTサンダーズ広島,真保綱一郎,橘裕也,3,1,4,Win,99,82,109,15:00,16:58,900,富田満,正岡卓,服部篤史,金廣美喜夫,Home,121,55,7,45.5,13.75,20,11,0,55.0,8,2.00,83,2,15,15,2.4,83,31.0,25.0,52.4
121,55,7,45.5,13.75,20,11,0,55.0,8,2.00,83,2,15,15,2.4,83,31.0,25.0,52.4,142,2021-11-13,2021,11,13,東京都,墨田区総合体育館,JTサンダーズ広島,FC東京,原秀治,古田博幸,1,3,4,Lose,82,99,109,15:00,16:58,900,富田満,正岡卓,服部篤史,金廣美喜夫,Away,104,50,2,48.1,12.50,32,13,1,40.6,15,3.75,98,8,14,21,9.9,67,30.0,22.0,61.2
79,33,2,41.8,11.00,19,8,1,42.1,0,0.00,51,2,11,8,2.5,60,25.0,13.0,52.5,146,2021-11-14,2021,11,14,長野県,松本市総合体育館,VC長野トライデンツ,サントリーサンバーズ,松本隆義,宮澤武吉,0,3,3,Lose,49,75,71,12:00,13:24,1270,村上成司,森口豊,西山尚幸,橋詰清美,Home,76,49,2,64.5,16.33,26,20,0,76.9,9,3.00,73,2,12,21,5.8,40,15.0,15.0,56.2
76,49,2,64.5,16.33,26,20,0,76.9,9,3.00,73,2,12,21,5.8,40,15.0,15.0,56.2,146,2021-11-14,2021,11,14,長野県,松本市総合体育館,サントリーサンバーズ,VC長野トライデンツ,山村宏太,米山達也,3,0,3,Win,75,49,71,12:00,13:24,1270,村上成司,森口豊,西山尚幸,橋詰清美,Away,79,33,2,41.8,11.00,19,8,1,42.1,0,0.00,51,2,11,8,2.5,60,25.0,13.0,52.5
97,50,6,51.5,12.50,18,10,2,55.6,12,3.00,87,3,22,23,3.7,79,29.0,24.0,51.9,147,2021-11-14,2021,11,14,愛知県,豊田合成記念体育館,ウルフドッグス名古屋,東レアローズ,ﾏｸｶﾞｳﾝｸﾘｽ,深津貴之,1,3,4,Lose,86,95,114,13:00,15:10,1500,塚本健,戸川太輔,沢田元,田中栄二,Home,97,47,6,48.5,11.75,19,13,2,68.4,7,1.75,94,8,12,21,10.9,64,24.0,16.0,50.0
97,47,6,48.5,11.75,19,13,2,68.4,7,1.75,94,8,12,21,10.9,64,24.0,16.0,50.0,147,2021-11-14,2021,11,14,愛知県,豊田合成記念体育館,東レアローズ,ウルフドッグス名古屋,篠田歩,阿部裕太,3,1,4,Win,95,86,114,13:00,15:10,1500,塚本健,戸川太輔,沢田元,田中栄二,Away,97,50,6,51.5,12.50,18,10,2,55.6,12,3.00,87,3,22,23,3.7,79,29.0,24.0,51.9
95,41,4,43.2,13.67,21,9,0,42.9,7,2.33,72,4,9,17,8.3,68,23.0,17.0,46.3,148,2021-11-14,2021,11,14,大阪府,パナソニックアリーナ,パナソニックパンサーズ,堺ブレイザーズ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,0,3,3,Lose,70,84,87,14:05,15:38,1439,伊藤博之,山本和良,西中野健,田中清,Home,93,55,3,59.1,18.33,11,6,1,54.5,11,3.67,82,3,14,25,7.0,63,25.0,17.0,53.2
93,55,3,59.1,18.33,11,6,1,54.5,11,3.67,82,3,14,25,7.0,63,25.0,17.0,53.2,148,2021-11-14,2021,11,14,大阪府,パナソニックアリーナ,堺ブレイザーズ,パナソニックパンサーズ,千葉進也,長江祥司,3,0,3,Win,84,70,87,14:05,15:38,1439,伊藤博之,山本和良,西中野健,田中清,Away,95,41,4,43.2,13.67,21,9,0,42.9,7,2.33,72,4,9,17,8.3,68,23.0,17.0,46.3
96,51,7,53.1,10.20,17,11,0,64.7,15,3.00,108,5,10,33,10.0,61,19.0,18.0,45.9,149,2021-11-20,2021,11,20,秋田県,CNAアリーナ★あきた,ジェイテクトSTINGS,大分三好ヴァイセアドラー,ﾌｧｼﾞｬｰﾆﾌｪﾃﾞﾘｺ,酒井大祐,2,3,5,Lose,108,88,122,13:00,15:21,528,齋藤篤,高橋宏明,浜野陽一,糸井淳孝,Home,131,57,10,43.5,11.40,28,17,1,60.7,7,1.40,88,4,24,23,4.3,96,31.0,29.0,47.4
131,57,10,43.5,11.40,28,17,1,60.7,7,1.40,88,4,24,23,4.3,96,31.0,29.0,47.4,149,2021-11-20,2021,11,20,秋田県,CNAアリーナ★あきた,大分三好ヴァイセアドラー,ジェイテクトSTINGS,ﾑﾚｲﾎﾟｰﾙ,安田将利,3,2,5,Win,88,108,122,13:00,15:21,528,齋藤篤,高橋宏明,浜野陽一,糸井淳孝,Away,96,51,7,53.1,10.20,17,11,0,64.7,15,3.00,108,5,10,33,10.0,61,19.0,18.0,45.9
75,39,4,52.0,13.00,11,7,3,63.6,7,2.33,76,5,11,16,8.2,43,18.0,8.0,51.2,150,2021-11-21,2021,11,21,秋田県,CNAアリーナ★あきた,ジェイテクトSTINGS,大分三好ヴァイセアドラー,ﾌｧｼﾞｬｰﾆﾌｪﾃﾞﾘｺ,酒井大祐,3,0,3,Win,78,62,84,12:00,13:37,723,斎藤篤,桑原健輔,高橋宏明,金田成,Home,84,41,8,48.8,13.67,21,12,3,57.1,3,1.00,64,2,19,17,2.3,60,36.0,8.0,66.7
84,41,8,48.8,13.67,21,12,3,57.1,3,1.00,64,2,19,17,2.3,60,36.0,8.0,66.7,150,2021-11-21,2021,11,21,秋田県,CNAアリーナ★あきた,大分三好ヴァイセアドラー,ジェイテクトSTINGS,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,62,78,84,12:00,13:37,723,斎藤篤,桑原健輔,高橋宏明,金田成,Away,75,39,4,52.0,13.00,11,7,3,63.6,7,2.33,76,5,11,16,8.2,43,18.0,8.0,51.2
116,53,3,45.7,13.25,22,8,2,36.4,8,2.00,91,3,14,34,8.8,68,20.0,20.0,44.1,154,2021-11-27,2021,11,27,和歌山県,和歌山県立体育館,堺ブレイザーズ,ウルフドッグス名古屋,千葉進也,長江祥司,3,1,4,Win,92,82,107,13:00,15:00,550,田野昭彦,千代延靖夫,西山尚幸,中井博文,Home,125,54,11,43.2,13.50,35,18,3,51.4,6,1.50,83,1,14,28,5.4,76,27.0,13.0,44.1
125,54,11,43.2,13.50,35,18,3,51.4,6,1.50,83,1,14,28,5.4,76,27.0,13.0,44.1,154,2021-11-27,2021,11,27,和歌山県,和歌山県立体育館,ウルフドッグス名古屋,堺ブレイザーズ,ﾏｸｶﾞｳﾝｸﾘｽ,深津貴之,1,3,4,Lose,82,92,107,13:00,15:00,550,田野昭彦,千代延靖夫,西山尚幸,中井博文,Away,116,53,3,45.7,13.25,22,8,2,36.4,8,2.00,91,3,14,34,8.8,68,20.0,20.0,44.1
76,35,3,46.1,11.67,18,14,0,77.8,2,0.67,53,0,16,7,-4.2,62,27.0,11.0,52.4,151,2021-11-27,2021,11,27,東京都,大田区総合体育館,サントリーサンバーズ,パナソニックパンサーズ,山村宏太,米山達也,0,3,3,Lose,51,75,76,13:07,14:36,1645,村上成司,村中伸,慈眼雅啓,古田法美,Home,64,39,7,60.9,13.00,11,5,0,45.5,6,2.00,73,10,7,18,17.5,37,21.0,9.0,68.9
64,39,7,60.9,13.00,11,5,0,45.5,6,2.00,73,10,7,18,17.5,37,21.0,9.0,68.9,151,2021-11-27,2021,11,27,東京都,大田区総合体育館,パナソニックパンサーズ,サントリーサンバーズ,ﾃｨﾘﾛﾗﾝ,ｳﾞｨﾝｾﾝﾄﾋﾟｼｪｯﾄ,3,0,3,Win,75,51,76,13:07,14:36,1645,村上成司,村中伸,慈眼雅啓,古田法美,Away,76,35,3,46.1,11.67,18,14,0,77.8,2,0.67,53,0,16,7,-4.2,62,27.0,11.0,52.4
107,46,9,43.0,15.33,27,11,4,40.7,4,1.33,75,2,11,18,5.0,65,33.0,11.0,59.2,155,2021-11-27,2021,11,27,大分県,昭和電工武道スポーツセンター,大分三好ヴァイセアドラー,JTサンダーズ広島,ﾑﾚｲﾎﾟｰﾙ,安田将利,0,3,3,Lose,73,83,94,14:00,15:40,812,塚本健,澤達大,平田敬基,佐藤圭一郎,Home,90,50,7,55.6,16.67,20,16,1,80.0,8,2.67,81,4,13,20,7.1,62,34.0,10.0,62.9
90,50,7,55.6,16.67,20,16,1,80.0,8,2.67,81,4,13,20,7.1,62,34.0,10.0,62.9,155,2021-11-27,2021,11,27,大分県,昭和電工武道スポーツセンター,JTサンダーズ広島,大分三好ヴァイセアドラー,原秀治,古田博幸,3,0,3,Win,83,73,94,14:00,15:40,812,塚本健,澤達大,平田敬基,佐藤圭一郎,Away,107,46,9,43.0,15.33,27,11,4,40.7,4,1.33,75,2,11,18,5.0,65,33.0,11.0,59.2
71,41,4,57.7,13.67,20,12,0,60.0,9,3.00,73,5,10,20,10.3,47,23.0,13.0,62.8,153,2021-11-27,2021,11,27,静岡県,草薙総合運動場体育館,東レアローズ,FC東京,篠田歩,阿部裕太,3,0,3,Win,75,59,74,15:00,16:20,1350,廣田修二,戸川太輔,城智人,久保池洋介,Home,70,37,5,52.9,12.33,21,12,2,57.1,4,1.33,61,1,13,11,0.8,61,27.0,11.0,53.3
70,37,5,52.9,12.33,21,12,2,57.1,4,1.33,61,1,13,11,0.8,61,27.0,11.0,53.3,153,2021-11-27,2021,11,27,静岡県,草薙総合運動場体育館,FC東京,東レアローズ,真保綱一郎,橘裕也,0,3,3,Lose,59,75,74,15:00,16:20,1350,廣田修二,戸川太輔,城智人,久保池洋介,Away,71,41,4,57.7,13.67,20,12,0,60.0,9,3.00,73,5,10,20,10.3,47,23.0,13.0,62.8
126,57,5,45.2,14.25,25,12,0,48.0,5,1.25,87,3,20,23,4.3,83,43.0,18.0,62.7,152,2021-11-27,2021,11,27,長野県,松本市総合体育館,VC長野トライデンツ,ジェイテクトSTINGS,松本隆義,宮澤武吉,1,3,4,Lose,86,96,100,15:30,17:26,1580,小林朝実,原啓之,新田浩幸,片平知之,Home,100,58,9,58.0,14.50,23,14,2,60.9,9,2.25,95,4,11,19,6.3,65,35.0,6.0,58.5
100,58,9,58.0,14.50,23,14,2,60.9,9,2.25,95,4,11,19,6.3,65,35.0,6.0,58.5,152,2021-11-27,2021,11,27,長野県,松本市総合体育館,ジェイテクトSTINGS,VC長野トライデンツ,ﾌｧｼﾞｬｰﾆﾌｪﾃﾞﾘｺ,酒井大祐,3,1,4,Win,96,86,100,15:30,17:26,1580,小林朝実,原啓之,新田浩幸,片平知之,Away,126,57,5,45.2,14.25,25,12,0,48.0,5,1.25,87,3,20,23,4.3,83,43.0,18.0,62.7
